unique_ID,pedon_ID,horizon,location,state,latitude_longitude_full,latitude,longitude,depth_inches,horizon_top_inches,horizon_bottom_inches,horizon_middle_inches,total_depth_sampled_inches,region,soil_order,dominant_vegetation_class,soil_moisture_regime,soil_temperature_regime,elevation_m,horizon_old,mat_c,map_mm,aridity,series_extent_map_acres,common_vegetation,soil_family,soil_series_name,date_sampled,soil_series_checked with red book,mean_GWC,mean_HWC,mean_VWC,mean_db,pH,percent_carbonate,delta13C_vs_VPDB,delta15N_vs_at_air_air,SOC,TN,HH_DOC_mg_g,Fe_mg_g,Al_mg_g,Fe_plus_Al,relative_coarse_fraction,relative_fine_fraction,fine_coarse_ratio,extract,Ca,Mg,Na,K,CEC,mean_DOC_wet,mean_DN_wet,mean_MBC_wet,mean_MBN_wet,texture_class,sand,silt,clay,silt_clay
89,21,c,Olympic,WA,"47.35765, -123.88751",47.35765,-123.88751,20-29+,20,29,24.5,29,north west,andisol,coniferous forest,udic,mesic,287,c,9.18,3205,2.825,61240,"western hemlock forest with scattered Sitka spruce and western red cedar. Understory species are salal, oxalis, swordfern brackenfern, salmonberry, red elderberry, vine maple","Medial, ferrihydritic, isomesic Typic Fulvudands",knappton,6-30-19,blethon-change to knappton,NA,NA,NA,NA,4.35,0,-24.3,8.61,1.32,0.07,1.84305835,13.25955734,13.51307847,26.77263581,0.698986818,0.325198823,0.465243142,NA,NA,NA,NA,NA,NA,0.026611852,0.001577419,0.036881448,0.003291892,NA,NA,NA,NA,NA
90,22,c,Disappointment,WA,"46.30717, -124.06658",46.30717,-124.06658,21-40+,21,40,30.5,40,north west,andisol,coniferous forest,udic,mesic,30,c,10.38,2082,1.826,20567,"western hemlock, Sitka spruce, western red cedar, and red alder. Understory species are salal, oxalis, swordfern, red huckleberry, salmonberry, blackberry, red elderberry, and vine maple","Medial, ferrihydritic, isomesic Typic Fulvudands",Ilwaco,6-30-19,x,NA,NA,NA,NA,4.26,0,-25.42,4.94,4.42,0.24,7.035478052,10.33273201,10.85788735,21.19061936,0.355071633,0.656962751,1.850225952,ammonium chloride,0.5,0.4,0.1,0.2,1.2,0.059138521,0.003453963,NA,0.012071711,Loam,40,36.3,23.8,60.1
91,23,c,Clatsop,OR,"46.06560, -123.65753",46.0656,-123.65753,14-29+,14,29,21.5,29,north west,inceptisol,coniferous forest,udic,mesic,260,c,9.48,2274,1.972,30881,"Douglas-fir, western hemlock, red alder, Port-Orford cedar, sitka spruce, grand fir, thimbleberry, salal, salmonberry, vine maple and swordfern","Fine-loamy, isotic, isomesic Andic Humudepts",Svensen,6-30-19,NA,0.611405634,0.037286092,0.415820125,0.685348693,4.65,0,-25.17,4.88,3.32,0.19,5.903971547,12.16360403,18.88164394,31.04524797,0.78878295,0.236567583,0.299914676,NA,NA,NA,NA,NA,NA,0.037638149,0.003570935,0.083598294,0.008608158,NA,NA,NA,NA,NA
92,24,c,Siuslaw,OR,"44.48822, -123.53664",44.48822,-123.53664,8-15+,8,15,11.5,15,north west,andisol,coniferous forest,udic,frigid,733,c,8.72,2757,2.101,62971,"Douglas fir, western hemlock, red alder, red and evergreen huckleberry, vine maple, western swordfern, cascade Oregongrape, Oregon oxalis, and salal","Medial-skeletal, ferrihydritic, frigid Alic Hapludands",caterl,2007-01-19,x,0.417399313,0.029844766,0.291744765,0.706726542,4.61,0,-25.29,4.38,7.12,0.34,4.642857143,9.660326087,17.11374224,26.77406832,0.507673211,0.487925976,0.961102467,ammonium chloride,11.7,4.9,0.2,0.4,17.2,0.035002899,0.002766007,0.22574475,0.022519494,Loam,47.5,28.8,23.8,52.6
93,25,c,Alsea,OR,"44.47251, -123.50966",44.47251,-123.50966,13-24+,13,24,18.5,24,north west,ultisol,coniferous forest,udic,mesic,502,c,9.49,2456,1.846,172500,"Douglas fir, bigleaf maple, red alder, western hazel, vine maple, Pacific dogwood, western brackenfern, salal, western swordfern, cascade Oregongrape, creambush oceanspray, and baldhip rose","Fine, mixed, active, mesic Typic Palehumults",honeygrove,2007-01-19,x,NA,NA,NA,NA,4.14,0,-24.9,7.17,1.36,0.08,0.724843086,4.928123102,8.698117028,13.62624013,0.22698327,0.78283864,3.448882549,NA,NA,NA,NA,NA,NA,0.0336315,0.001433354,0.079925245,0.005362335,NA,NA,NA,NA,NA
94,27,c,Shasta,CA,"40.17399, -121.03988",40.17399,-121.03988,18-32+,18,32,25,32,pacific coast,alfisol,coniferous forest,xeric,frigid,1292,c,8.73,921,0.455,13565,"Douglas-fir, sugar pine, white fir, Incense-cedar, Jeffery pine, red fir, whitethorn, ceanothus, serviceberry, ribes and sierra chinkapin","Loamy-skeletal, mixed, superactive, frigid Ultic Palexeralfs",Penstock,2007-02-19,NA,0.201135565,0.021357784,0.215036012,1.146439557,4.86,0,-25.44,4.51,0.84,0.05,0.39300452,2.892513264,2.348202004,5.240715268,0.613568376,0.402457265,0.655928957,NA,NA,NA,NA,NA,NA,0.014968756,0.001177823,0.041149453,0.004074152,NA,NA,NA,NA,NA
95,28,c,El Dorado,CA,"38.80521, -120.10219",38.80521,-120.10219,28-40+,28,40,34,40,pacific coast,inceptisol,coniferous forest,xeric,frigid,1997,c,5.8,911,0.464,187468,"red fir, white fir, Jeffrey pine, lodgepole pine, sugar pine, incense-cedar, chinquapin, huckleberry oak, gooseberry, whitethorn, brackenfern and lupine","Coarse-loamy, mixed, frigid Typic Xerumbrepts",gerle,2007-03-19,x,NA,NA,NA,NA,4.7,0,-24.55,5.88,1.05,0.07,2.236868384,8.252446575,4.379868185,12.63231476,0.88611691,0.129853862,0.146542585,ammonium chloride,0.6,0.1,0.2,0.1,1,0.03104902,0.002021208,0.045329063,0.003166098,Sand,87.5,8.8,3.8,12.6
96,29,c,Merklee,CA,"38.66673, -119.66681",38.66673,-119.66681,22-46+,22,46,34,46,pacific coast,mollisol,shrubs,xeric,frigid,2202,c,5.86,561,0.265,20459,"big sagebrush, antelope bitterbrush, and western needlegrass","Loamy-skeletal, mixed, superactive, frigid Typic Argixerolls",heenlake,2007-03-19,x,NA,NA,NA,NA,6.16,0,-24.72,6.2,1.18,0.09,0.263209586,6.548811628,3.665291691,10.21410332,0.359862336,0.656807916,1.825164375,ammonium chloride,25.5,10,0.2,0.3,36,0.02413748,NA,0.067811873,0.004130356,Sandy Clay Loam,45,27.5,27.5,55
97,30,c,Bishop,CA,"37.33582, -118.48594",37.33582,-118.48594,3-10+,3,10,6.5,10,pacific coast,entisol,shrubs,aridic,thermic,1492,c,12.27,228,0.077,27751,"spiny hopsage, Nevada ephedra, desert needlegrass and Indian ricegrass","Sandy-skeletal, mixed, thermic Xeric Torriorthents",Goodale,2007-04-19,NA,0.025563149,0.012032189,0.036468096,1.428543331,6.24,0,-22.82,7.57,0.12,0.02,0.147572816,0.704271845,1.167961165,1.87223301,0.587017125,0.421843887,0.718622795,NA,NA,NA,NA,NA,NA,0.010083767,3.81E-04,NA,NA,NA,NA,NA,NA,NA
98,31,c,Death Valley,CA,"36.86487, -116.77128",36.86487,-116.77128,11-14+,11,14,12.5,14,pacific coast,aridisol,shrubs,aridic,thermic,952,c,16.12,105,0.03,269786,"creosotebush, white bursage, scattered yucca and Joshua tree and annual grasses and forbs","Loamy-skeletal, mixed, superactive, calcareous, thermic Typic Torriorthents",yermo,2007-04-19,skleon - change to yermo,NA,NA,NA,NA,7.52,3.872672972,-9.39,7.96,0.065268719,0.02,0.313001605,0.721107544,1.709470305,2.430577849,0.807753797,0.198441247,0.24567046,ammonium acetate,38.5,2,4.4,2.8,47.7,0.013742419,0.003843033,0.023411281,0.004644349,Loamy Sand,82.5,10,7.5,17.5
99,32,c,Flagstaff,AZ,"35.21865, -111.52502",35.21865,-111.52502,9-15+,9,15,12,15,southwest,mollisol,shrubs,aridic,cryic,1915,c,8.75,486,0.195,13909,"ponderosa pine, spruce, fir and quaking aspen, with some Arizona fescue, mountain muhly, pine dropseed and Kentucky bluegrass","Fine-loamy over fragmental, mixed Argic Cryoborolls",sizer,2007-06-19,x,NA,NA,NA,NA,6.71,0,-19.17,5.85,1.01,0.09,0.437462716,5.983296878,4.225492146,10.20878902,0.368099475,0.647765034,1.759755387,ammonium acetate,28.1,8.5,0.1,0.6,37.3,0.020031905,0.00142325,0.078159394,0.004890974,Sandy Clay Loam,45,25,30,55
100,33,c,Jerome,AZ,"34.55027, -111.87759",34.55027,-111.87759,19-38+,19,38,28.5,38,southwest,aridisol,shrubs,ustic,thermic,993,c,16.91,392,0.121,176,"mesquite, alkali sacaton, threeawn, canotia and rabbitbrush","Coarse-silty, mixed, superactive, thermic Ustic Haplocambids",bewearze,2007-06-19,best guess based on mapped soils in immediate area (NOTCOM),NA,NA,NA,NA,7.52,8.543708869,-5.81,5.78,0.904731717,0.05,0.27016129,1.638709677,2.489919355,4.128629032,0.504842736,0.477184224,0.945213608,ammonium acetate,43.7,14.5,0.1,2,60.3,0.020717358,0.003441765,0.038885918,0.00533749,Sandy Loam,56.3,31.3,12.5,43.8
101,34,c,Tonto,AZ,"34.31288, -111.03776",34.31288,-111.03776,10-15+,10,15,12.5,15,southwest,alfisol,shrubs,ustic,frigid,1741,c,10.74,579,0.226,27977,"Ponderosa pine, pinyon pine, juniper, shrubs, and grasses","Loamy-skeletal, mixed, superactive, frigid Lithic Haplustalfs",sanchez,2007-06-19,best guess based on mapped soils in immediate area (NOTCOM),0.055321254,0.0098937,0.051139169,0.920924207,5.25,0,-22.12,7.17,0.4,0.03,0.4890865,1.2065481,1.325788197,2.532336297,0.289872408,0.669657097,2.310178817,ammonium chloride,8.6,1.8,0,0.3,10.7,0.023349751,0.001455194,0.118062976,0.012653966,Loam,40,36.3,23.8,60.1
102,36,c,El Malpais,NM,"34.95594, -107.82979",34.95594,-107.82979,8-14+,8,14,11,14,southwest,alfisol,shrubs,aridic,mesic,2082,c,9.98,282,0.111,91685,"pinyon-juniper savanna with an understory of blue grama, bottlebrush squirreltail, and broom snakeweed","Fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",celacy,2007-08-19,x,0.023083238,0.007223535,0.026827105,1.16111063,6.23,0,-19.91,5.55,0.1,0.01,0.205645161,0.479637097,0.615725806,1.095362903,0.919777048,0.096048572,0.104425928,ammonium chloride,3.7,1.5,0,0.1,5.3,0.015465409,0.001229082,0.031556034,0.002253239,Sand,92.5,2.5,5,7.5
103,37,c,Vegas,NM,"35.53826, -105.16809",35.53826,-105.16809,8-16+,8,16,12,16,southwest,entisol,grasses,ustic,mesic,1989,c,9.43,429,0.176,72724,"blue grama, bottlebrush squirreltail, sand dropseed, ring muhly, snakeweed","Fine-silty, carbonatic, mesic Ustic Torriorthents",karde,2007-08-19,x,0.09202036,0.025180679,0.101020817,1.103264685,7.46,10.71658463,-8.12,8,1.49398072,0.12,0.858757062,1.365725047,1.799246704,3.164971751,0.442351769,0.535724963,1.211083577,ammonium acetate,47.2,3.3,0.1,0.5,51.1,0.030708545,0.003778336,NA,NA,Sandy Clay Loam,50,15,35,50
104,38,c,Kiowa,NM,"36.07344, -104.28123",36.07344,-104.28123,11-17+,11,17,14,17,southwest,aridisol,shrubs,ustic,mesic,1795,c,10.42,392,0.147,171198,"western wheatgrass, alkali sacaton, blue grama, galleta, sideoats grama, and vine mesquite","Fine, mixed, active, mesic Ustic Haplocambids",Litle,2007-08-19,NA,0.136300539,0.033313007,0.134554698,0.987991969,7.46,23.3862399,-3.66,3.59,2.133587657,0.1,0.376904571,0.158901363,0.019226143,0.178127506,0.133233383,0.814892554,6.11627907,NA,NA,NA,NA,NA,NA,0.015567004,0.001013273,0.075046091,0.007122313,NA,NA,NA,NA,NA
105,39,c,Rita,TX,"36.41055, -102.59466",36.41055,-102.59466,9.5-17+,9.5,17,13.25,17,central,alfisol,grasses,ustic,mesic,1279,c,12.64,427,0.152,340769,"mid grasses and short grasses and includes blue grama, sideoats grama and buffalograss with lesser amounts of western wheatgrass, galleta, silver bluestem and prairieclover","Coarse-loamy, carbonatic, mesic Calcidic Paleustalfs",spurlock,2007-09-19,x,0.039850878,0.009411953,0.046109086,1.16111063,7.2,0.810708129,-7.25,6.49,0.582712821,0.06,0.402711324,0.498604466,0.878987241,1.377591707,0.832800639,0.165401518,0.198608779,ammonium acetate,34.7,0.9,0,0.3,35.9,0.017133361,0.001674613,0.041526845,0.004452278,Loamy Sand,85,3.8,11.3,15.1
106,40,c,Silverton,TX,"34.48575, -101.36531",34.48575,-101.36531,11-20+,11,20,15.5,20,central,mollisol,grasses,ustic,thermic,996,c,14.3,533,0.187,3098080,"blue grama and buffalograss, with lesser amounts of vine-mesquite, western wheatgrass, galleta or tobosa, silver bluestem, wild alfalfa, and prairie clove","Fine, mixed, superactive, thermic Torrertic Paleustolls",pullman,2007-09-19,x,0.109021682,0.030937279,0.139165606,1.271353264,6.29,0.044726074,-12.87,8.47,0.95463275,0.11,0.427160991,1.175901672,1.276244207,2.45214588,0.33459962,0.636509047,1.902300568,ammonium chloride,12.5,3.7,0,1.1,17.3,0.017559789,0.001746912,0.094591089,0.007243452,Loam,42.5,32.5,25,57.5
107,41,c,Arbuckle,OK,"34.29457, -96.96809",34.29457,-96.96809,10-19+,10,19,14.5,19,central,mollisol,grasses,ustic,thermic,243,b2,16.78,974,0.429,205269,tall grass,"Fine, smectitic, thermic Udertic Argiustolls",durant,2007-10-19,burleson - change to durant,0.235595157,0.037638577,0.306835011,1.304048798,4.88,0,-13.2,8.49,0.98,0.11,0.566448802,1.185581303,2.067736185,3.253317489,0.215649487,0.79671118,3.694472876,ammonium chloride,14.7,6.1,0.3,0.2,21.3,0.026419607,0.001813301,0.112091375,0.008852161,Clay,30,27.5,42.5,70
108,42,c,Bonham,TX,"33.64435, -96.13400",33.64435,-96.134,13-21+,13,21,17,21,central,alfisol,mixed coniferous and hardwood forest,udic,thermic,173,b2,17.16,1100,0.502,42499,"mixed hardwoods, mainly post oak and red oak","Fine, mixed, semiactive, thermic Glossaquic Paleudalfs",Porum,2007-10-19,NA,0.175847989,0.028199308,0.204137501,1.160691457,3.7,0,-22.42,7.07,0.35,0.03,0.43495935,0.72601626,1.544512195,2.270528455,0.145737757,0.871759309,5.981698389,NA,NA,NA,NA,NA,NA,0.035334208,0.001670554,0.059450897,0.003542297,NA,NA,NA,NA,NA
109,43,c,Gambil,TX,"33.69976, -95.65833",33.69976,-95.65833,21-29+,21,29,25,29,central,mollisol,grasses,udic,thermic,166,b2,16.94,1149,0.54,9845,native tall prairie grasses,"Fine, smectitic, thermic Vertic Argiudolls",parisian,2007-10-19,x,NA,NA,NA,NA,4.09,0,-13.78,7.08,0.37,0.06,0.46303818,1.174857839,2.430950447,3.605808286,0.162112933,0.85460195,5.271645737,NA,NA,NA,NA,NA,NA,0.030010272,NA,0.051692252,0.003409408,NA,NA,NA,NA,NA
110,44,c,Ouachita,AR,"34.68736, -93.81714",34.68736,-93.81714,8-15+,8,15,11.5,15,southeast,ultisol,deciduous hardwood forest,udic,thermic,276,b2,15.2,1352,0.703,50246,"Bermuda grass, Bahaiagrass, tall fescue; where wooded: Red Oak, Post Oak, Blackjack Oak, Sweetgum, Walnuts and Shortleaf Pine","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults",avilla,2007-11-19,x,0.227560115,0.009914833,0.276654518,1.218956575,4.23,0,-24.64,6.95,0.6,0.06,0.640583823,0.645651733,1.269004662,1.914656396,0.286254603,0.718821539,2.511126565,ammonium chloride,1.6,0.8,0,0.2,2.6,0.025583981,0.00528434,0.067185839,0.011899309,Loam,32.5,48.8,18.8,67.6
111,45,c,Dagmar,AR,"34.85021, -91.29857",34.85021,-91.29857,18-29+,18,29,23.5,29,southeast,vertisol,deciduous hardwood forest,aquic,thermic,53,b2,16.42,1256,0.613,3718975,bottomland hardwoods,"Very-fine, smectitic, thermic Chromic Epiaquerts",Sharkey,2007-11-19,NA,NA,NA,NA,NA,6.3,0,-24.48,8.37,0.21,0.05,0.212055763,1.878853328,1.416257608,3.295110937,0.311964108,0.680857428,2.182486417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,46,c,Lewis,TN,"35.55439, -87.63462",35.55439,-87.63462,9-15+,9,15,12,15,southeast,ultisol,deciduous hardwood forest,udic,thermic,276,b2,14.08,1446,0.79,151630,"mixed hardwood forest consisting chiefly of oaks, hickories, and beech","Fine-silty, mixed, semiactive, thermic Typic Fragiudults",lax,2007-12-19,x,NA,NA,NA,NA,3.73,0,-25.13,6.84,0.68,0.07,0.840840841,0.488288288,1.757957958,2.246246246,0.095242854,0.881970818,9.26023085,ammonium chloride,0.4,0.8,0,0.2,1.4,0.050514828,0.002493096,0.091770746,0.007191277,Loam,30,46.3,23.8,70.1
113,47,c,Prentice,TN,"35.13363, -85.91830",35.13363,-85.9183,9.5-22+,9.5,22,15.75,22,southeast,alfisol,deciduous hardwood forest,udic,thermic,564,b2,14,1546,0.874,622346,"hardwoods, chiefly oak, hickory, elm, maple, and redcedar","Fine, mixed, semiactive, thermic Typic Hapludalfs",talbott,2007-12-19,ramsey-change to talbott,0.105878265,0.010264937,0.112338501,1.060928161,4.61,0.021452314,-25.44,7.84,0.677425664,0.06,0.73281838,0.597544068,1.724301842,2.32184591,0.344064587,0.658227848,1.913093859,ammonium chloride,2.9,0.8,0,0.1,3.8,0.022542329,0.00134581,0.051198182,0.005670131,Loam,37.5,42.5,20,62.5
114,48,c,Stone Mountain,NC,"36.39753, -81.03891",36.39753,-81.03891,12-17+,12,17,14.5,17,southeast,ultisol,deciduous hardwood forest,udic,mesic,536,c,12.36,1215,0.744,169922,"scarlet oak, white oak, yellow-poplar, eastern white pine, shortleaf pine, Virginia pine, and northern red oak. Understory plants include mountain-laurel, rhododendron, blueberry, greenbrier, flowering dogwood, black locust, honeysuckle, sourwood, and flame azalea","Fine-loamy, mixed, semiactive, mesic Typic Hapludults",tate,7-16-19,not listed,0.17950154,0.007175159,0.157609241,0.886132806,4.33,0,-25.77,8.26,0.51,0.04,1.00173377,1.358890387,2.024658062,3.383548449,0.699980092,0.315946645,0.451365188,ammonium chloride,0.1,0,0,0.1,0.2,0.034418404,0.004645394,0.061428664,0.009656899,Sandy Loam,67.5,22.5,10,32.5
115,49,c,Jefferson,VA,"37.80105, -79.63214",37.80105,-79.63214,11-20+,11,20,15.5,20,southeast,inceptisol,deciduous hardwood forest,udic,mesic,520,c,11.52,1049,0.637,152326,"oaks, hickory, yellow poplar and locust","Loamy-skeletal, mixed, active, mesic Ruptic-Ultic Dystrudepts",litz,7-16-19,x,0.17602442,0.008141924,0.181082957,1.029070974,3.94,0,-26.75,7.34,1.1,0.07,1.264456438,0.827486507,1.415188897,2.242675405,0.409004881,0.600757048,1.468826108,ammonium chloride,0.1,0.1,0,0.1,0.3,0.065801455,0.001935922,0.152257331,0.013575991,Loam,47.5,30,22.5,52.5
116,50,c,Monongahela,WV,"38.96732, -79.23654",38.96732,-79.23654,18-26+,18,26,22,26,southeast,alfisol,deciduous hardwood forest,udic,mesic,510,c,10.64,973,0.624,49682,mixed oaks,"Clayey, mixed, active, mesic Lithic Hapludalfs",opequon,7-16-19,not listed,0.243309092,0.018657747,0.352524924,1.449502007,3.94,0,-25.33,8.68,0.57,0.08,0.544298768,1.930472785,2.399682161,4.330154946,0.05004985,0.936590229,18.71314741,ammonium chloride,9.5,0.9,0,0.3,10.7,0.03794265,0.004075688,0.065439185,0.006292237,Clay,6.3,30,63.8,93.8
117,51,c,Finger Lakes,NY,"42.49991, -76.78340",42.49991,-76.7834,12-20+,12,20,16,20,northeast,inceptisol,deciduous hardwood forest,aquic,mesic,547,c,7.08,952,0.728,195885,"sugar maple, white ash, northern red oak, white pine, and hemlock","Fine-loamy, mixed, active, mesic Aeric Fragiaquepts",erie,NA,NA,NA,NA,NA,NA,5.12,0,-25.72,5.08,0.57,0.11,0.61934446,2.666398552,1.865875729,4.532274281,0.256159601,0.750024938,2.927959502,ammonium chloride,5.8,1.9,0,0.1,7.8,0.011014131,0.001197426,0.054765434,0.007017587,Loam,37.5,40,22.5,62.5
118,52,c,Waitsfield,VT,"44.18097, -72.81147",44.18097,-72.81147,15-20+,15,20,17.5,20,northeast,spodosol,mixed coniferous and hardwood forest,udic,frigid,260,c,5.93,1072,0.878,696634,"paper birch, eastern white pine, white ash, red pine, balsam fir, white spruce, sugar maple, yellow birch, and red spruce","Coarse-loamy, isotic, frigid Typic Haplorthods",berkshire,7-23-19,NA,0.40431343,0.008401573,0.445581444,1.117516585,4.19,0,-26.56,6.33,1.54,0.1,2.838709677,4.419354839,2.165322581,6.584677419,0.45165477,0.544884274,1.206417625,ammonium chloride,1.3,0.5,0,0.2,2,0.02154454,0.002058396,0.038816654,0.004066396,Loam,48.8,32.5,18.8,51.3
119,53,c,White Mountains,NH,"44.33556, -71.45996",44.33556,-71.45996,25-28,25,28,26.5,28,northeast,inceptisol,mixed coniferous and hardwood forest,aquic,frigid,493,c,4.59,1101,0.954,282829,"red maple, sugar maple, eastern white pine, yellow birch, red spruce, balsam fir, and northern red oak","Coarse-loamy, mixed, superactive, acid, frigid Humic Endoaquepts",Pillsbury,7-23-19,NA,0.405934902,0.01297701,0.415820125,1.072665019,4.44,0,-25.41,6.82,0.93,0.04,4.521458795,2.075357647,3.570421116,5.645778763,0.66087651,0.35309973,0.53429003,ammonium chloride,0.1,0,0,0,0.1,0.021942867,4.14E-04,0.031937422,NA,Sandy Loam,70,27.5,2.5,30
120,54,c,Bangor,ME,"44.96711, -68.54117",44.96711,-68.54117,16-18,16,18,17,21,northeast,spodosol,mixed coniferous and hardwood forest,aquic,frigid,51,c,6.08,1067,0.828,1676254,"red maple, elm, gray birch, white ash, balsam fir, red and white spruce, tamarack, and some eastern white pine","Coarse-loamy, isotic, frigid Aquic Haplorthods",peru,7-25-19,NA,0.173294353,0.009818111,0.178148743,1.023202544,4.14,0,-24.61,4.8,0.25,0.04,0.842188115,2.597402597,1.916961826,4.514364423,0.188005997,0.784607696,4.173312068,ammonium chloride,1.4,1,0.1,0.1,2.6,0.02864597,6.00E-04,NA,NA,Silt Loam,27.5,52.5,20,72.5
121,55,c,Aroostook,ME,"46.60899, -68.00534",46.60899,-68.00534,25-30,25,30,27.5,30,northeast,spodosol,mixed coniferous and hardwood forest,aquic,frigid,193,c,3.84,924,0.803,642598,"sugar maple, yellow birch, paper birch, eastern white pine, red pine, white spruce, red spruce and balsam fir","Coarse-loamy, isotic, frigid Oxyaquic Haplorthods",plaisted,7-26-19,NA,NA,NA,NA,NA,4.57,0,-24.91,6.28,0.59,0.08,1.43593812,2.268940896,2.219357398,4.488298294,0.413260219,0.551445663,1.33437877,ammonium chloride,2,0.8,0,0.1,2.9,0.05426836,NA,NA,NA,Sandy Loam,57.5,32.5,10,42.5
122,56,c,John Lusby,NS,"45.93782, -64.24514",45.93782,-64.24514,07-Mar,3,7,5,8,northeast,spodosol,mixed coniferous and hardwood forest,udic,cryic,4,c,5.62,1136,1.078,NA,NA,NA,NA,7-30-19,NA,0.244319287,0.009862423,0.265965594,1.09907295,3.65,0,-26.92,3.57,2.07,0.15,1.525224873,3.343762221,2.039499413,5.383261635,0.683580899,0.299970093,0.438821642,NA,NA,NA,NA,NA,NA,0.039572515,0.006856386,0.135626974,0.022967717,NA,NA,NA,NA,NA
123,57,c,Halifax,NS,"44.69163, -63.69356",44.69163,-63.69356,14-Nov,11,14,12.5,14,northeast,spodosol,mixed coniferous and hardwood forest,udic,cryic,57,c,6.56,1448,1.281,NA,NA,NA,NA,7-31-19,NA,NA,NA,NA,NA,4.32,0,-25.56,6.78,7.1,0.26,24.73075389,4.26406063,27.78220981,32.04627044,0.602838615,0.401566132,0.666125431,ammonium chloride,0.5,0.1,0,0,0.6,0.049482015,0.003852242,0.089305355,0.009298101,Sandy Loam,75,16.3,8.8,25.1
124,58,c,Kentville,NS,"45.04668, -64.51594",45.04668,-64.51594,18-23+,18,23,20.5,23,northeast,spodosol,mixed coniferous and hardwood forest,udic,cryic,108,c,6.25,1216,1.072,NA,NA,NA,NA,NA,NA,0.18024883,0.011417457,0.309769226,1.713162146,4.42,0,-24.99,4.34,0.13,0.02,0.39813556,1.914352301,1.172849097,3.087201398,0.530835907,0.47185414,0.888888889,NA,NA,NA,NA,NA,NA,0.014130585,NA,0.019846895,0.001768173,NA,NA,NA,NA,NA
125,59,c,Portobello Creek,NB,"45.90001, -6625798",45.90001,-6625798,14-18,14,18,16,18,northeast,spodosol,deciduous hardwood forest,udic,cryic,12,c,5.64,1115,0.978,NA,NA,NA,NA,2008-02-19,NA,0.294836327,0.011437632,0.355459139,1.205123849,4,0,-23.41,5.24,0.19,0.06,0.616169545,5.461145997,2.121271586,7.582417582,0.196311067,0.78664008,4.007110208,ammonium chloride,1.4,0.2,0.5,0,2.1,0.011821521,NA,0.019799276,0.002292998,Silt Loam,45,33.125,43.125,71.25
126,60,c,Cabano,QC,"47.65099, -68.90664",47.65099,-68.90664,16-21+,16,21,18.5,21,northeast,spodosol,deciduous hardwood forest,udic,cryic,178,c,3.03,1001,0.903,NA,NA,NA,NA,2008-03-19,NA,0.134858527,0.006162462,0.206862129,1.534175056,5.92,0,-25.45,3.89,0.63,0.07,0.551915823,2.201707365,1.350009927,3.551717292,0.752885567,0.266571397,0.354066287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,61,c,Trois R,QC,"46.29235, -72.71223",46.29235,-72.71223,10-15+,10,15,12.5,15,northeast,spodosol,mixed coniferous and hardwood forest,udic,cryic,10,c,4.86,993,0.879,NA,NA,NA,NA,2008-05-19,NA,0.189656893,0.002410413,0.293002285,1.546331088,5.73,0,-25.6,4.38,0.11,0.01,0.538492222,4.92221779,2.149980056,7.072197846,0.666001397,0.318730666,0.478573569,NA,NA,NA,NA,NA,NA,0.004621076,7.72E-04,0.009107762,7.72E-04,NA,NA,NA,NA,NA
128,62,c,Vermontville,NY,"44.50437, -74.02176",44.50437,-74.02176,17-23,17,23,20,23,northeast,spodosol,mixed coniferous and hardwood forest,udic,frigid,528,c,4.34,1042,0.93,937810,"northern red oak, eastern white pine, paper birch, American beech, eastern hemlock, and red pine","Coarse-loamy over sandy or sandy-skeletal, isotic over mixed, frigid Typic Haplorthods",monandock,2008-09-19,NA,0.047221969,0.004971661,0.063714374,1.368601519,4.39,0,-24.91,6.97,1.3,0.07,5.537369355,1.847958982,4.291066851,6.139025833,0.857128584,0.154560895,0.180324047,ammonium chloride,0.4,0.1,0,0,0.5,0.030585438,0.002220525,0.042937257,0.003504668,Sandy Loam,67.5,28.8,3.8,32.6
129,63,c,Ohio,NY,"43.36009, -74.96691",43.36009,-74.96691,13-16+,13,16,14.5,16,northeast,spodosol,mixed coniferous and hardwood forest,udic,frigid,403,c,5.73,1258,1.058,815798,"maple, beech, spruce, and pine","Sandy, isotic, frigid Typic Haplorthods",adams,2008-11-19,NA,0.249931988,0.01299636,0.298451541,1.197159552,4.41,0,-25.07,7.66,2.05,0.11,7.639299075,3.931876354,7.99763733,11.92951368,0.659186116,0.329443447,0.499773037,ammonium chloride,0.3,0.1,0,0,0.4,NA,NA,0.118066313,0.016900549,Sandy Loam,75,18.8,6.3,25.1
