unique_ID,pedon_ID,horizon,location,state,latitude_longitude_full,latitude,longitude,depth_inches,horizon_top_inches,horizon_bottom_inches,horizon_middle_inches,total_depth_sampled_inches,region,soil_order,dominant_vegetation_class,soil_moisture_regime,soil_temperature_regime,elevation_m,horizon_old,mat_c,map_mm,aridity,series_extent_map_acres,common_vegetation,soil_family,soil_series_name,date_sampled,soil_series_checked with red book,mean_GWC,mean_HWC,mean_VWC,mean_db,pH,percent_carbonate,delta13C_vs_VPDB,delta15N_vs_at_air_air,SOC,TN,HH_DOC_mg_g,Fe_mg_g,Al_mg_g,Fe_plus_Al,relative_coarse_fraction,relative_fine_fraction,fine_coarse_ratio,extract,Ca,Mg,Na,K,CEC,mean_DOC_wet,mean_DN_wet,mean_MBC_wet,mean_MBN_wet,texture_class,sand,silt,clay,silt_clay
174,41,b,Arbuckle,OK,"34.29457, -96.96809",34.29457,-96.96809,10-Apr,4,10,7,19,central,mollisol,grasses,ustic,thermic,243,b1,16.78,974,0.429,205269,tall grass,"Fine, smectitic, thermic Udertic Argiustolls",durant,2007-10-19,burleson - change to durant,0.163999089,0.02430782,0.237252208,1.449082833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036278086,0.002464273,0.157581033,0.018642391,NA,NA,NA,NA,NA
175,42,b,Bonham,TX,"33.64435, -96.13400",33.64435,-96.134,13-Feb,2,13,7.5,21,central,alfisol,mixed coniferous and hardwood forest,udic,thermic,173,b1,17.16,1100,0.502,42499,"mixed hardwoods, mainly post oak and red oak","Fine, mixed, semiactive, thermic Glossaquic Paleudalfs",Porum,2007-10-19,NA,0.099056022,0.011637334,0.116530237,1.150631292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026996663,0.002259465,0.05245789,0.005448299,NA,NA,NA,NA,NA
176,43,b,Gambil,TX,"33.69976, -95.65833",33.69976,-95.65833,21-Sep,9,21,15,29,central,mollisol,grasses,udic,thermic,166,b1,16.94,1149,0.54,9845,native tall prairie grasses,"Fine, smectitic, thermic Vertic Argiudolls",parisian,2007-10-19,x,0.209754563,0.015110878,0.300128235,1.430639199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,44,b,Ouachita,AR,"34.68736, -93.81714",34.68736,-93.81714,08-Mar,3,8,5.5,15,southeast,ultisol,deciduous hardwood forest,udic,thermic,276,b1,15.2,1352,0.703,50246,"Bermuda grass, Bahaiagrass, tall fescue; where wooded: Red Oak, Post Oak, Blackjack Oak, Sweetgum, Walnuts and Shortleaf Pine","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults",avilla,2007-11-19,x,0.219008276,0.008246934,0.301804929,1.375308295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034859333,0.002328115,0.110339752,0.014970104,NA,NA,NA,NA,NA
178,45,b,Dagmar,AR,"34.85021, -91.29857",34.85021,-91.29857,3.5-18,3.5,18,10.75,29,southeast,vertisol,deciduous hardwood forest,aquic,thermic,53,b1,16.42,1256,0.613,3718975,bottomland hardwoods,"Very-fine, smectitic, thermic Chromic Epiaquerts",Sharkey,2007-11-19,NA,0.126590186,0.016516701,0.224257829,1.759271233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,46,b,Lewis,TN,"35.55439, -87.63462",35.55439,-87.63462,2.5-9,2.5,9,5.75,15,southeast,ultisol,deciduous hardwood forest,udic,thermic,276,b1,14.08,1446,0.79,151630,"mixed hardwood forest consisting chiefly of oaks, hickories, and beech","Fine-silty, mixed, semiactive, thermic Typic Fragiudults",lax,2007-12-19,x,0.246850475,0.013349094,0.259468404,1.055059731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073530442,0.003302761,0.163040907,0.012895037,NA,NA,NA,NA,NA
180,47,b,Prentice,TN,"35.13363, -85.91830",35.13363,-85.9183,3-9.5,3,9.5,6.25,22,southeast,alfisol,deciduous hardwood forest,udic,thermic,564,b1,14,1546,0.874,622346,"hardwoods, chiefly oak, hickory, elm, maple, and redcedar","Fine, mixed, semiactive, thermic Typic Hapludalfs",talbott,2007-12-19,ramsey-change to talbott,0.095271651,0.00893405,0.103116684,1.083144357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037177657,0.00251782,0.092238064,0.011134661,NA,NA,NA,NA,NA
181,48,b,Stone Mountain,NC,"36.39753, -81.03891",36.39753,-81.03891,12-Feb,2,12,7,17,southeast,ultisol,deciduous hardwood forest,udic,mesic,536,b,12.36,1215,0.744,169922,"scarlet oak, white oak, yellow-poplar, eastern white pine, shortleaf pine, Virginia pine, and northern red oak. Understory plants include mountain-laurel, rhododendron, blueberry, greenbrier, flowering dogwood, black locust, honeysuckle, sourwood, and flame azalea","Fine-loamy, mixed, semiactive, mesic Typic Hapludults",tate,7-16-19,not listed,0.196123208,0.006775745,0.174376181,0.899546358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067888518,0.003372058,0.137268369,0.014798295,NA,NA,NA,NA,NA
182,49,b,Jefferson,VA,"37.80105, -79.63214",37.80105,-79.63214,2.5-11,2.5,11,6.75,20,southeast,inceptisol,deciduous hardwood forest,udic,mesic,520,b,11.52,1049,0.637,152326,"oaks, hickory, yellow poplar and locust","Loamy-skeletal, mixed, active, mesic Ruptic-Ultic Dystrudepts",litz,7-16-19,x,0.162986523,0.00998348,0.190723948,1.171170794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069917393,0.003212484,0.200424734,0.022776313,NA,NA,NA,NA,NA
183,50,b,Monongahela,WV,"38.96732, -79.23654",38.96732,-79.23654,18-Jul,7,18,12.5,26,southeast,alfisol,deciduous hardwood forest,udic,mesic,510,b,10.64,973,0.624,49682,mixed oaks,"Clayey, mixed, active, mesic Lithic Hapludalfs",opequon,7-16-19,not listed,0.190624229,0.013471967,0.287972203,1.514473901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041297521,0.002024539,0.100045756,0.008004213,NA,NA,NA,NA,NA
184,51,b,Finger Lakes,NY,"42.49991, -76.78339",42.49991,-76.78339,12-Jun,6,12,9,20,northeast,inceptisol,deciduous hardwood forest,aquic,mesic,547,b,7.08,952,0.728,195885,"sugar maple, white ash, northern red oak, white pine, and hemlock","Fine-loamy, mixed, active, mesic Aeric Fragiaquepts",erie,NA,NA,0.333794013,0.013355183,0.695408858,2.073232194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036529793,0.00328165,0.257468296,0.037595895,NA,NA,NA,NA,NA
185,52,b,Waitsfield,VT,"44.18097, -72.81146",44.18097,-72.81146,15-Mar,3,15,9,20,northeast,spodosol,mixed coniferous and hardwood forest,udic,frigid,260,b,5.93,1072,0.878,696634,"paper birch, eastern white pine, white ash, red pine, balsam fir, white spruce, sugar maple, yellow birch, and red spruce","Coarse-loamy, isotic, frigid Typic Haplorthods",berkshire,7-23-19,NA,0.329329083,0.009393886,0.390669714,1.223986657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022956179,0.005129637,0.069601144,NA,NA,NA,NA,NA,NA
186,53,b,White Mountains,NH,"44.33556, -71.45995",44.33556,-71.45995,25-Nov,11,25,18,28,northeast,inceptisol,mixed coniferous and hardwood forest,aquic,frigid,493,b,4.59,1101,0.954,282829,"red maple, sugar maple, eastern white pine, yellow birch, red spruce, balsam fir, and northern red oak","Coarse-loamy, mixed, superactive, acid, frigid Humic Endoaquepts",Pillsbury,7-23-19,NA,0.50784766,0.013134374,0.439293841,0.894516276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025428176,NA,0.042931886,0.003311045,NA,NA,NA,NA,NA
187,54,b,Bangor,ME,"44.96711, -68.54116",44.96711,-68.54116,16-Apr,4,16,10,21,northeast,spodosol,mixed coniferous and hardwood forest,aquic,frigid,51,b,6.08,1067,0.828,1676254,"red maple, elm, gray birch, white ash, balsam fir, red and white spruce, tamarack, and some eastern white pine","Coarse-loamy, isotic, frigid Aquic Haplorthods",peru,7-25-19,NA,0.235480733,0.014630558,0.202460807,0.894516276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082913062,NA,NA,NA,NA,NA,NA,NA,NA
188,55,b,Aroostook,ME,"46.60899, -68.00533",46.60899,-68.00533,25-Feb,2,25,13.5,30,northeast,spodosol,mixed coniferous and hardwood forest,aquic,frigid,193,b,3.84,924,0.803,642598,"sugar maple, yellow birch, paper birch, eastern white pine, red pine, white spruce, red spruce and balsam fir","Coarse-loamy, isotic, frigid Oxyaquic Haplorthods",plaisted,7-26-19,NA,0.214934801,0.010716436,0.193658163,0.902061399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033342453,3.86E-04,NA,NA,NA,NA,NA,NA,NA
189,57,b,Halifax,NS,"44.69163, -63.69355",44.69163,-63.69355,11-May,5,11,8,14,northeast,spodosol,mixed coniferous and hardwood forest,udic,cryic,57,b,6.56,1448,1.281,NA,NA,NA,NA,7-31-19,NA,0.58114734,0.029515744,0.314799308,0.546602261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08453883,0.004789579,0.239598036,0.027420958,NA,NA,NA,NA,NA
190,58,b,Kentville,NS,"45.04668, -64.51593",45.04668,-64.51593,13-18,13,18,15.5,23,northeast,spodosol,mixed coniferous and hardwood forest,udic,cryic,108,b,6.25,1216,1.072,NA,NA,NA,NA,NA,NA,0.221627394,0.008857779,0.377256161,1.70519785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017588601,0.00189627,0.03238711,0.003515782,NA,NA,NA,NA,NA
191,59,b,Portobello Creek,NB,"45.90001, -6625797",45.90001,-6625797,14-Mar,3,14,8.5,18,northeast,spodosol,deciduous hardwood forest,udic,cryic,12,b,5.64,1115,0.978,NA,NA,NA,NA,2008-02-19,NA,0.30574869,0.011646239,0.363842609,1.19087195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,61,b,Trois R,QC,"46.29235, -72.71222",46.29235,-72.71222,10-Apr,4,10,7,15,northeast,spodosol,mixed coniferous and hardwood forest,udic,cryic,10,b,4.86,993,0.879,NA,NA,NA,NA,2008-05-19,NA,0.199317554,0.005396682,0.263240966,1.319558218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015862351,0.002315983,0.080032102,0.012571779,NA,NA,NA,NA,NA
193,62,b,Vermontville,NY,"44.50437, -74.02175",44.50437,-74.02175,17-May,5,17,11,23,northeast,spodosol,mixed coniferous and hardwood forest,udic,frigid,528,b,4.34,1042,0.93,937810,"northern red oak, eastern white pine, paper birch, American beech, eastern hemlock, and red pine","Coarse-loamy over sandy or sandy-skeletal, isotic over mixed, frigid Typic Haplorthods",monandock,2008-09-19,NA,0.219428941,0.0134926,0.180663784,0.849245537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028415009,0.002579083,0.055509734,0.005515274,NA,NA,NA,NA,NA
194,63,b,Ohio,NY,"43.36009, -74.96690",43.36009,-74.9669,13-Jun,6,13,9.5,16,northeast,spodosol,mixed coniferous and hardwood forest,udic,frigid,403,b,5.73,1258,1.058,815798,"maple, beech, spruce, and pine","Sandy, isotic, frigid Typic Haplorthods",adams,2008-11-19,NA,0.69392792,0.016147574,0.470941442,0.740679597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117785156,0.016153063,NA,NA,NA,NA,NA
195,64,b,Moscow,ID,"46.798639, -116.900647",46.798639,-116.900647,29-Jun,15,29,22,65,west,alfisol,coniferous forest,xeric,frigid,1021.3,b,7.16,700,0.466,48198,"grand fir, Douglas-fir, western white pine, ponderosa pine, western larch, and lodgepole pine, with an understory of myrtle pachystima, Columbia brome, American trailplant, baldhip rose, starry false-Solomon's-seal, sweetscented bedstraw, pine reedgrass, common snowberry, elk sedge, mallow ninebark, creambush oceanspray, and white spirea","Fine-loamy, isotic, frigid Vitrandic Haploxeralfs",kruse,2008-12-19,NA,0.161885769,0.017792512,0.128686268,0.80187893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,65,b,Brundage,ID,"44.957924, -116.169673",44.957924,-116.169673,15-Mar,3,15,9,15,west,entisol,coniferous forest,xeric,frigid,1525.7,b,4.56,618,0.409,48139,"Douglas-fir, ponderosa pine, white spirea and mallow ninebark","Sandy-skeletal, mixed, frigid Typic Xerorthents",quartzburg variant,2008-10-19,NA,0.187306131,0.046386255,0.141261474,0.76247662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,66,b,Payette,ID,"43.83892, -116.24187",43.83892,-116.24187,4-13+,4,13,8.5,13,west,vertisol,shrubs,xeric,mesic,1286.4,b,8.44,516,0.261,2217,"eric big sagebrush, antelope bitterbrush, biscuitroot, Idaho fescue and bluebunch wheatgrass","Fine, smectitic, mesic Chromic Haploxererts",doubledia,2008-10-19,NA,0.059482337,0.014924847,0.054492557,0.922600901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,67,b,Wallowa,OR,"45.69370, -117.27434",45.6937,-117.27434,12-Apr,4,12,8,14,west,andisol,coniferous forest,udic,frigid,1489.8,b,4.96,496,0.34,217188,"grand fir, western larch, lodgepole pine, twinflower, princes pine, pinegrass, big huckleberry, and round-leaved violet","Ashy over loamy-skeletal, amorphic over isotic, frigid Alfic Udivitrands",syrupcreek,2008-11-19,NA,0.17725113,0.044194461,0.160543455,0.912959911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,72,b,Oksrukuyik Creek (Oks),AK,"68.65769, -149.27448",68.65769,-149.27448,12-Apr,4,12,8,12,arctic,gelisol,tussock sedges and forbes,aquic,pergelic,846,b,-9.2,238,0.381,NA,"cottongrass, sedges, forbes, lichen, woody shrubs, mosses",NA,NA,9-17-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,73,b,Kuparuk River,AK,"68.64657, -149.40944",68.64657,-149.40944,17-May,5,17,11,17,arctic,gelisol,tussock sedges and forbes,aquic,pergelic,735,b,-9.17,237,0.385,NA,"cottongrass, sedges, forbes, lichen, woody shrubs, mosses",NA,NA,9-17-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,2,litter,Whitlam Woods,OH,"41.63110, -81.19026",41.6311,-81.19026,NA,NA,NA,NA,NA,northeast,alfisol,deciduous hardwood forest,aquic,mesic,332,litter,8.77,1092,0.783,204577,deciduous forest,"Fine, illitic, mesic Aquic Hapludalfs",ellsworth,6-18-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,3,litter,Punderson Park,OH,"41.46000, -81.20551",41.46,-81.20551,NA,NA,NA,NA,NA,northeast,alfisol,deciduous hardwood forest,aquic,mesic,353,litter,8.88,1081,0.764,204577,deciduous forest,"Fine, illitic, mesic Aquic Hapludalfs",ellsworth,6-19-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,4,litter,Potato Creek,IN,"41.56243, -86.36213",41.56243,-86.36213,NA,NA,NA,NA,NA,midwest,alfisol,deciduous hardwood forest,udic,mesic,245,litter,9.67,991,0.657,165603,mixed deciduous hardwood forest,"Fine-loamy, mixed, active, mesic Typic Hapludalfs",martinsville,6-19-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,5,litter,Shoe Factory Rd,IL,"42.06039, -88.15951",42.06039,-88.15951,NA,NA,NA,NA,NA,midwest,mollisol,grasses,aquic,mesic,262,litter,8.9,917,0.616,152788,prairie grasses,"Fine, illitic, mesic Oxyaquic Argiudolls",varna,6-20-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,6,litter,Pecatonica,IL,"42.31607, -89.36170",42.31607,-89.3617,NA,NA,NA,NA,NA,midwest,mollisol,grasses,aquic,mesic,228,litter,8.38,883,0.598,93530,grasses and trees,"Fine-silty, mixed, superactive, mesic Aquic Cumulic Hapludolls",lawson,6-20-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,7,litter,Black River Falls,WI,"44.21725, -90.61480",44.21725,-90.6148,NA,NA,NA,NA,NA,midwest,spodosol,mixed coniferous and hardwood forest,aquic,frigid,311,litter,6.54,842,0.64,40509,"mixed coniferous and deciduous forest. Common trees are jack pine, eastern white pine, northern pin oak, swamp white oak, paper birch, aspen, and red maple","Sandy, siliceous, frigid Typic Endoaquods",Ironrun,6-21-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,8,litter,Fox Coulee,WI,"44.46521, -92.02736",44.46521,-92.02736,NA,NA,NA,NA,NA,midwest,entisol,deciduous hardwood forest,aquic,mesic,211,litter,7.24,805,0.574,103588,"red maple, swamp white oak, quaking aspen, and white ash","Mixed, mesic Aquic Udipsamments",algansee,6-21-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,9,litter,Great Bluffs,MN,"43.94445, -91.39575",43.94445,-91.39575,NA,NA,NA,NA,NA,midwest,alfisol,deciduous hardwood forest,udic,mesic,391,litter,7.16,828,0.591,34302,"deciduous forest with white and red oaks, hickory, and basswood being the more common species","Fine-silty, mixed, superactive, mesic Typic Hapludalfs",Blackhammer,6-21-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,10,litter,Blue Mounds,MN,"43.69268, -96.18832",43.69268,-96.18832,NA,NA,NA,NA,NA,midwest,mollisol,grasses,udic,mesic,489,litter,6.98,685,0.443,532701,"native grasses are big bluestem, little bluestem, green needlegrass, sideoats grama, and needle and thread","Fine-silty, mixed, superactive, mesic Pachic Haplustolls",graceville,6-22-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,11,litter,Good Soldier,SD,"44.01227, -99.45010",44.01227,-99.4501,NA,NA,NA,NA,NA,north central,vertisol,grasses,ustic,mesic,489,litter,8.22,475,0.26,1093351,"western wheatgrass, green needlegrass, blue grama, sideoats grama, and sedges","Fine, smectitic, mesic Leptic Haplusterts",Opal,6-22-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,12,litter,Cottonwood,SD,"43.98026, -101.89979",43.98026,-101.89979,NA,NA,NA,NA,NA,north central,inceptisol,grasses,ustic,mesic,1087,litter,8.44,433,0.216,1342445,"Native grasses are mainly western wheatgrass, green needlegrass, sideoats grama, blue grama, buffalograss, and forbs","Fine, smectitic, mesic Torrertic Haplustepts",pierre,6-23-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,13,litter,Stagebarn,SD,"44.20622, -103.37358",44.20622,-103.37358,NA,NA,NA,NA,NA,north central,entisol,shrubs,udic,frigid,1102,litter,8.02,501,0.25,23765,"Timothy, Kentucky bluegrass, smooth brome, sedges, cottonwood, boxelder, green ash, and occasional ponderosa pine and Black Hills spruce","Loamy-skeletal over sandy or sandy-skeletal, mixed, superactive, calcareous, frigid Typic Udifluvents",Rapidcreek,6-23-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,14,litter,Spearfish,SD,"44.45069, -103.86455",44.45069,-103.86455,NA,NA,NA,NA,NA,north central,alfisol,shrubs,udic,frigid,1306,litter,7.38,559,0.296,184486,"ponderosa pine with lesser amounts of aspen, birch, and bur oak. Understory species include Kentucky bluegrass, needlegrass, timber oatgrass, roughleaf ricegrass, and little bluestem. Shrubs include bearberry, oregon-grape, common juniper, buffaloberry, and snowberry","Loamy-skeletal, mixed, superactive, frigid Inceptic Hapludalfs",vanocker,6-24-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,15,litter,Twisted Cedar,WY,"44.13849, -104.59112",44.13849,-104.59112,NA,NA,NA,NA,NA,west,aridisol,shrubs,ustic,mesic,1306,litter,6.93,386,0.2,122218,"western wheatgrass, sedge, blue grama, cactus","Fine, montmorillonitic, mesic Ustic Haplocambids",savageton,6-24-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,16,litter,Tensleep,WY,"44.05055, -107.43088",44.05055,-107.43088,NA,NA,NA,NA,NA,west,entisol,shrubs,ustic,mesic,1409,litter,7.24,304,0.151,100947,"sagebrush, cactus, blue grama, needleandthread","Fine-loamy, mixed (calcareous), mesic Ustic Torriorthents",neville,6-26-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,17,litter,Grab Bag,MT,"45.55290, -107.34871",45.5529,-107.34871,NA,NA,NA,NA,NA,west,entisol,grasses,ustic,frigid,972,litter,7.58,411,0.208,631352,"western wheatgrass, green needlegrass, sideoats gram","Clayey, montmorillonitic (calcareous), nonacid, frigid, shallow Ustic Torriorthents",lismas,6-26-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,18,litter,Potosi,MT,"45.57203, -111.91427",45.57203,-111.91427,NA,NA,NA,NA,NA,west,inceptisol,coniferous forest,udic,cryic,1907,litter,3.44,428,0.276,512783,"Douglas-fir, subalpine fir, lodgepole pine, huckleberry, grouse whortleberry, snowberry, buffaloberry, heartleaf arnica, western meadowrue, grasses, forbs","Sandy-skeletal, mixed Typic Haplocryepts",como,6-27-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,19,litter,Turah,MT,"46.63344, -114.58388",46.63344,-114.58388,NA,NA,NA,NA,NA,west,inceptisol,coniferous forest,udic,cryic,1632,litter,3.64,388,0.273,99463,"subalpine fir, western larch, Douglas-fir, Engelmann spruce, and lodgepole pine with an understory of twinflower, blue huckleberry, queencup beadlily, rusty menziesia, grouse whortleberry","Loamy-skeletal, mixed Andic Cryochrepts",petty,6-28-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,20,litter,Clearwater,ID,"46.51269, -114.76499",46.51269,-114.76499,NA,NA,NA,NA,NA,west,andisol,coniferous forest,udic,frigid,1131,litter,6.25,236,0.157,NA,NA,"Ashy over loamy-skeletal, amorphic over isotic, frigid Typic Udivitrands",typic vitrandepts,6-28-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,21,litter,Olympic,WA,"47.35765, -123.88751",47.35765,-123.88751,NA,NA,NA,NA,NA,north west,andisol,coniferous forest,udic,mesic,287,litter,9.18,3205,2.825,61240,"western hemlock forest with scattered Sitka spruce and western red cedar. Understory species are salal, oxalis, swordfern brackenfern, salmonberry, red elderberry, vine maple","Medial, ferrihydritic, isomesic Typic Fulvudands",knappton,6-30-19,blethon-change to knappton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,22,litter,Disappointment,WA,"46.30717, -124.06658",46.30717,-124.06658,NA,NA,NA,NA,NA,north west,andisol,coniferous forest,udic,mesic,30,litter,10.38,2082,1.826,20567,"western hemlock, Sitka spruce, western red cedar, and red alder. Understory species are salal, oxalis, swordfern, red huckleberry, salmonberry, blackberry, red elderberry, and vine maple","Medial, ferrihydritic, isomesic Typic Fulvudands",Ilwaco,6-30-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
